transaction_id,account_id,security_id,transaction_type,transaction_date,settlement_date,quantity,price,amount,status
TXN00000832,AC000053,SEC00008,Sell,2025-03-02,2025-03-04,285.00,110.09,-31564.43,Settled
TXN00000868,AC000053,,Interest,2025-03-03,2025-03-05,,,8299.49,Settled
TXN00000856,AC000053,SEC00144,Dividend,2025-04-14,2025-04-16,,,862.71,Settled
TXN00000254,AC000053,SEC00035,Dividend,2025-05-26,2025-05-28,,,1935.91,Settled
TXN00000661,AC000053,SEC00079,Buy,2025-08-27,2025-08-29,22.00,296.72,6545.08,Settled
TXN00000072,AC000053,SEC00097,Sell,2025-09-01,2025-09-03,98.00,319.18,-31347.54,Settled
TXN00001104,AC000053,SEC00098,Dividend,2025-09-15,2025-09-17,,,1568.74,Settled
TXN00001940,AC000053,SEC00159,Sell,2025-09-29,2025-10-01,156.00,203.63,-31986.83,Settled
TXN00002318,AC000053,SEC00120,Dividend,2025-10-08,2025-10-10,,,575.40,Settled
TXN00000674,AC000053,,Interest,2025-12-02,2025-12-04,,,15474.55,Settled
TXN00002803,AC000053,,Interest,2025-12-15,2025-12-17,,,5609.70,Settled
TXN00001244,AC000060,SEC00139,Buy,2024-01-30,2024-02-01,27.00,320.03,8657.85,Settled
TXN00002568,AC000060,SEC00090,Buy,2024-02-02,2024-02-06,193.00,332.52,64383.90,Settled
TXN00001100,AC000060,SEC00151,Sell,2024-03-11,2024-03-13,48.00,494.60,-23775.92,Settled
TXN00000413,AC000060,SEC00168,Sell,2024-04-12,2024-04-16,486.00,88.62,-43274.50,Settled
TXN00001057,AC000060,SEC00033,Sell,2024-05-03,2024-05-07,179.00,216.74,-39037.59,Settled
TXN00002773,AC000060,SEC00105,Buy,2024-06-14,2024-06-18,50.00,174.50,8773.52,Settled
TXN00000552,AC000060,SEC00161,Buy,2024-08-12,2024-08-14,141.00,304.47,43196.63,Settled
TXN00000389,AC000060,SEC00016,Buy,2024-09-16,2024-09-18,24.00,231.04,5565.48,Settled
TXN00001597,AC000060,SEC00117,Dividend,2024-09-17,2024-09-19,,,509.98,Settled
TXN00002354,AC000060,SEC00068,Buy,2024-10-14,2024-10-16,165.00,303.45,50284.49,Settled
TXN00001012,AC000060,SEC00096,Sell,2024-11-07,2024-11-11,148.00,60.08,-8961.78,Settled
TXN00002287,AC000060,SEC00135,Buy,2024-11-18,2024-11-20,224.00,128.40,28970.67,Settled
TXN00000099,AC000060,SEC00018,Sell,2025-02-10,2025-02-12,359.00,26.18,-9491.52,Settled
TXN00002362,AC000060,SEC00169,Dividend,2025-02-10,2025-02-12,,,668.81,Settled
TXN00001342,AC000060,SEC00010,Buy,2025-03-16,2025-03-18,141.00,166.80,23613.25,Settled
TXN00000363,AC000060,,Interest,2025-07-03,2025-07-07,,,6276.36,Settled
TXN00000596,AC000060,SEC00026,Buy,2025-07-14,2025-07-16,96.00,133.95,12944.65,Settled
TXN00000689,AC000060,SEC00018,Buy,2025-07-28,2025-07-30,247.00,26.00,6451.13,Settled
TXN00000980,AC000060,SEC00104,Buy,2025-08-22,2025-08-26,99.00,282.84,28137.46,Settled
TXN00002194,AC000060,SEC00164,Sell,2025-08-26,2025-08-28,39.00,63.93,-2501.42,Settled
TXN00000480,AC000060,SEC00138,Buy,2025-09-02,2025-09-04,294.00,105.23,31132.99,Settled
TXN00001188,AC000060,SEC00141,Buy,2025-09-12,2025-09-16,85.00,142.95,12218.73,Settled
TXN00001994,AC000060,SEC00035,Dividend,2025-10-07,2025-10-09,,,1171.00,Settled
TXN00002576,AC000060,SEC00165,Buy,2025-10-23,2025-10-27,420.00,31.20,13174.76,Settled
TXN00001068,AC000060,SEC00088,Buy,2025-11-05,2025-11-07,1940.00,66.74,129969.82,Settled
TXN00000937,AC000060,SEC00110,Buy,2025-11-08,2025-11-11,93.00,400.58,37398.97,Settled
TXN00000183,AC000060,SEC00052,Buy,2025-11-10,2025-11-12,281.00,134.81,38103.90,Settled
TXN00000579,AC000069,SEC00120,Dividend,2024-01-01,2024-01-03,,,242.18,Settled
TXN00002387,AC000069,SEC00032,Buy,2024-01-16,2024-01-18,100.00,89.97,9020.79,Settled
TXN00000758,AC000069,SEC00141,Buy,2024-01-19,2024-01-23,109.00,142.48,15575.76,Settled
TXN00000749,AC000069,SEC00087,Buy,2024-01-30,2024-02-01,899.00,31.55,28554.77,Settled
TXN00000742,AC000069,SEC00030,Sell,2024-02-17,2024-02-20,1306.00,10.45,-13725.96,Settled
TXN00001311,AC000069,SEC00137,Buy,2024-03-09,2024-03-12,91.00,334.45,30715.30,Settled
TXN00002306,AC000069,SEC00120,Dividend,2024-03-18,2024-03-20,,,428.43,Settled
TXN00000914,AC000069,SEC00168,Buy,2024-03-29,2024-04-02,587.00,82.45,48844.67,Settled
TXN00002444,AC000069,SEC00008,Buy,2024-04-03,2024-04-05,359.00,106.58,38473.86,Settled
TXN00001449,AC000069,SEC00147,Dividend,2024-06-10,2024-06-12,,,226.17,Settled
TXN00002091,AC000069,SEC00090,Buy,2024-07-01,2024-07-03,177.00,330.97,58992.94,Settled
TXN00002470,AC000069,SEC00156,Buy,2024-07-21,2024-07-23,206.00,109.22,22623.04,Settled
TXN00000045,AC000069,SEC00005,Dividend,2024-07-31,2024-08-02,,,74.23,Settled
TXN00000739,AC000069,SEC00167,Sell,2024-11-25,2024-11-27,1837.00,92.85,-172158.77,Settled
TXN00001783,AC000069,,Interest,2024-11-25,2024-11-27,,,120.60,Settled
TXN00001741,AC000069,SEC00107,Dividend,2024-11-29,2024-12-03,,,491.12,Settled
TXN00000232,AC000069,SEC00114,Sell,2024-12-14,2024-12-17,337.00,47.43,-16041.37,Settled
TXN00000713,AC000069,SEC00109,Dividend,2024-12-27,2024-12-31,,,56.99,Settled
TXN00001404,AC000069,,Interest,2025-01-17,2025-01-21,,,47.18,Settled
TXN00002158,AC000069,SEC00019,Buy,2025-01-27,2025-01-29,52.00,363.97,18947.97,Settled
TXN00002261,AC000069,SEC00138,Dividend,2025-02-26,2025-02-28,,,75.91,Settled
TXN00001822,AC000069,SEC00008,Dividend,2025-03-06,2025-03-10,,,175.51,Settled
TXN00002490,AC000069,SEC00017,Dividend,2025-04-13,2025-04-15,,,302.44,Settled
TXN00002403,AC000069,,Fee,2025-04-17,2025-04-21,,,-39.41,Settled
TXN00002642,AC000069,SEC00073,Buy,2025-09-25,2025-09-29,155.00,161.29,25037.23,Settled
TXN00001973,AC000069,,Fee,2025-10-07,2025-10-09,,,-19.48,Settled
TXN00002752,AC000069,SEC00024,Buy,2025-10-23,2025-10-27,962.00,85.22,82539.20,Settled
TXN00002635,AC000069,SEC00112,Sell,2025-11-11,2025-11-13,77.00,451.35,-35009.03,Settled
TXN00000349,AC000069,SEC00126,Dividend,2025-11-27,2025-12-01,,,185.33,Settled
TXN00002638,AC000044,SEC00010,Sell,2023-12-23,2023-12-26,150.00,155.11,-23339.73,Settled
TXN00000649,AC000044,SEC00169,Dividend,2024-02-14,2024-02-16,,,839.81,Settled
TXN00000277,AC000044,SEC00134,Buy,2024-02-19,2024-02-21,1688.00,70.27,119570.22,Settled
TXN00000840,AC000044,SEC00021,Dividend,2024-04-08,2024-04-10,,,567.67,Settled
TXN00001141,AC000044,SEC00012,Dividend,2024-04-16,2024-04-18,,,1194.07,Settled
TXN00000909,AC000044,SEC00005,Buy,2024-05-06,2024-05-08,28.00,437.94,12346.05,Settled
TXN00001203,AC000044,SEC00064,Sell,2024-07-01,2024-07-03,156.00,67.00,-10466.60,Settled
TXN00000574,AC000044,,Interest,2024-07-02,2024-07-04,,,49164.57,Settled
TXN00000377,AC000044,SEC00012,Dividend,2024-07-09,2024-07-11,,,1649.98,Settled
TXN00002076,AC000044,SEC00036,Sell,2024-07-22,2024-07-24,30.00,273.23,-8260.74,Settled
TXN00000373,AC000044,SEC00053,Buy,2024-09-09,2024-09-11,45.00,93.97,4262.48,Settled
TXN00000484,AC000044,,Interest,2024-09-09,2024-09-11,,,43269.60,Settled
TXN00001183,AC000044,,Interest,2024-10-09,2024-10-11,,,61710.63,Settled
TXN00000867,AC000044,SEC00149,Sell,2024-10-17,2024-10-21,960.00,76.67,-73959.09,Settled
TXN00001715,AC000044,SEC00075,Dividend,2024-10-29,2024-10-31,,,1523.84,Settled
TXN00000693,AC000044,SEC00049,Dividend,2024-11-13,2024-11-15,,,1290.27,Settled
TXN00002596,AC000044,SEC00086,Dividend,2025-01-13,2025-01-15,,,1073.47,Settled
TXN00001140,AC000044,SEC00060,Buy,2025-02-17,2025-02-19,171.00,6.67,1144.19,Settled
TXN00001871,AC000044,SEC00044,Buy,2025-03-03,2025-03-05,221.00,137.63,30539.99,Settled
TXN00000994,AC000044,,Interest,2025-03-11,2025-03-13,,,31224.65,Settled
TXN00001463,AC000044,SEC00139,Dividend,2025-04-15,2025-04-17,,,157.68,Settled
TXN00000842,AC000044,SEC00062,Dividend,2025-04-21,2025-04-23,,,1652.14,Settled
TXN00000752,AC000044,SEC00121,Dividend,2025-05-16,2025-05-20,,,1150.52,Settled
TXN00002548,AC000044,SEC00147,Buy,2025-06-24,2025-06-26,107.00,66.51,7177.53,Settled
TXN00000025,AC000044,SEC00035,Dividend,2025-07-09,2025-07-11,,,598.49,Settled
TXN00001021,AC000044,SEC00050,Sell,2025-07-14,2025-07-16,93.00,123.72,-11611.66,Settled
TXN00000782,AC000044,SEC00003,Sell,2025-08-22,2025-08-26,21.00,209.68,-4414.72,Settled
TXN00000518,AC000044,SEC00069,Sell,2025-09-11,2025-09-15,202.00,137.45,-27879.74,Settled
TXN00001561,AC000044,,Interest,2025-09-16,2025-09-18,,,18933.39,Settled
TXN00001136,AC000044,,Interest,2025-11-27,2025-12-01,,,22696.59,Settled
TXN00001258,AC000055,SEC00155,Buy,2024-01-15,2024-01-17,67.00,219.92,14872.06,Settled
TXN00002585,AC000055,SEC00132,Dividend,2024-02-01,2024-02-05,,,430.29,Settled
TXN00001805,AC000055,SEC00082,Sell,2024-02-19,2024-02-21,604.00,24.02,-14593.88,Settled
TXN00002525,AC000055,SEC00137,Dividend,2024-02-22,2024-02-26,,,313.80,Settled
TXN00001377,AC000055,,Interest,2024-02-26,2024-02-28,,,54.17,Settled
TXN00000626,AC000011,SEC00091,Buy,2024-03-01,2024-03-05,49.00,504.78,24846.24,Settled
TXN00000625,AC000011,SEC00006,Dividend,2024-03-11,2024-03-13,,,1763.38,Settled
TXN00000452,AC000055,,Interest,2024-03-20,2024-03-22,,,961.45,Settled
TXN00002760,AC000011,SEC00081,Sell,2024-03-24,2024-03-26,295.00,199.76,-59227.25,Settled
TXN00001168,AC000055,SEC00054,Dividend,2024-04-29,2024-05-01,,,200.99,Settled
TXN00000375,AC000011,SEC00158,Dividend,2024-05-27,2024-05-29,,,787.18,Settled
TXN00001063,AC000011,SEC00099,Buy,2024-08-09,2024-08-13,166.00,219.32,36643.33,Settled
TXN00000925,AC000011,SEC00106,Sell,2024-08-16,2024-08-20,20.00,363.26,-7301.09,Settled
TXN00001164,AC000011,SEC00156,Buy,2024-08-19,2024-08-21,324.00,117.71,38390.04,Settled
TXN00000304,AC000011,SEC00132,Buy,2024-08-26,2024-08-28,627.00,15.76,9915.41,Settled
TXN00001627,AC000011,SEC00005,Buy,2024-09-05,2024-09-09,98.00,426.77,42192.74,Settled
TXN00000258,AC000011,SEC00156,Buy,2024-09-27,2024-10-01,51.00,117.37,6002.69,Settled
TXN00002629,AC000011,SEC00159,Sell,2024-09-30,2024-10-02,102.00,212.63,-21837.00,Settled
TXN00002478,AC000011,SEC00137,Buy,2024-10-04,2024-10-08,15.00,350.74,5306.40,Settled
TXN00000825,AC000055,SEC00128,Dividend,2024-10-31,2024-11-04,,,74.09,Settled
TXN00001002,AC000055,SEC00151,Dividend,2024-11-04,2024-11-06,,,462.58,Settled
TXN00002268,AC000055,,Fee,2024-11-29,2024-12-03,,,-81.48,Settled
TXN00002258,AC000055,SEC00041,Dividend,2024-12-30,2025-01-01,,,466.64,Settled
TXN00000414,AC000055,SEC00128,Dividend,2025-02-10,2025-02-12,,,158.61,Settled
TXN00002342,AC000011,SEC00120,Sell,2025-02-19,2025-02-21,54.00,332.34,-18111.44,Settled
TXN00001575,AC000055,SEC00059,Sell,2025-03-17,2025-03-19,171.00,96.39,-16605.72,Settled
TXN00000233,AC000055,,Fee,2025-03-31,2025-04-02,,,-39.64,Settled
TXN00002744,AC000055,SEC00012,Buy,2025-04-10,2025-04-14,51.00,118.25,6062.56,Settled
TXN00002007,AC000011,SEC00057,Buy,2025-04-14,2025-04-16,183.00,208.18,38476.19,Settled
TXN00002619,AC000011,SEC00161,Dividend,2025-04-17,2025-04-21,,,837.94,Settled
TXN00000679,AC000011,SEC00039,Sell,2025-04-21,2025-04-23,1192.00,78.89,-94522.75,Settled
TXN00002501,AC000055,SEC00168,Dividend,2025-05-02,2025-05-06,,,131.43,Settled
TXN00000482,AC000011,,Interest,2025-05-08,2025-05-12,,,29204.96,Settled
TXN00001638,AC000011,SEC00020,Dividend,2025-05-12,2025-05-14,,,738.53,Settled
TXN00000955,AC000055,SEC00134,Buy,2025-05-24,2025-05-27,1933.00,69.38,134646.22,Settled
TXN00001204,AC000055,SEC00015,Sell,2025-05-26,2025-05-28,1547.00,90.47,-140596.66,Settled
TXN00001256,AC000011,SEC00012,Sell,2025-05-30,2025-06-03,50.00,122.70,-6193.49,Settled
TXN00000645,AC000055,,Fee,2025-06-19,2025-06-23,,,-650.06,Settled
TXN00002573,AC000055,SEC00137,Buy,2025-06-30,2025-07-02,184.00,344.94,64042.12,Settled
TXN00001334,AC000011,SEC00077,Dividend,2025-07-02,2025-07-04,,,1707.98,Settled
TXN00000756,AC000011,SEC00069,Buy,2025-07-24,2025-07-28,229.00,124.88,28868.17,Settled
TXN00002400,AC000055,SEC00039,Buy,2025-09-15,2025-09-17,102.00,77.93,8000.58,Settled
TXN00000200,AC000011,SEC00155,Sell,2025-09-16,2025-09-18,184.00,226.36,-41964.93,Settled
TXN00001539,AC000055,SEC00063,Dividend,2025-09-19,2025-09-23,,,489.27,Settled
TXN00000460,AC000011,SEC00016,Buy,2025-09-30,2025-10-02,55.00,240.45,13274.13,Settled
TXN00001391,AC000011,SEC00099,Buy,2025-10-08,2025-10-10,40.00,206.43,8314.76,Settled
TXN00000130,AC000055,SEC00081,Buy,2025-10-16,2025-10-20,270.00,186.61,50556.58,Settled
TXN00002407,AC000011,SEC00141,Sell,2025-11-03,2025-11-05,42.00,143.68,-6049.09,Settled
TXN00001552,AC000011,SEC00157,Dividend,2025-11-11,2025-11-13,,,1407.67,Settled
TXN00001686,AC000011,SEC00077,Dividend,2025-11-17,2025-11-19,,,1987.63,Settled
TXN00001663,AC000055,SEC00116,Dividend,2025-11-23,2025-11-25,,,483.13,Settled
TXN00001567,AC000055,SEC00021,Dividend,2025-11-24,2025-11-26,,,354.72,Settled
TXN00002104,AC000055,SEC00141,Buy,2025-11-28,2025-12-02,249.00,142.14,35580.21,Settled
TXN00002767,AC000055,SEC00004,Buy,2025-11-30,2025-12-02,143.00,96.99,13967.78,Settled
TXN00000717,AC000055,SEC00094,Dividend,2025-12-02,2025-12-04,,,131.59,Settled
TXN00002284,AC000055,SEC00087,Dividend,2025-12-08,2025-12-10,,,242.61,Settled
TXN00000262,AC000055,SEC00132,Buy,2025-12-11,2025-12-15,712.00,15.23,10859.51,Settled
TXN00002730,AC000085,SEC00137,Dividend,2024-01-12,2024-01-16,,,312.41,Settled
TXN00000912,AC000085,SEC00151,Dividend,2024-01-22,2024-01-24,,,1353.18,Settled
TXN00001986,AC000085,,Interest,2024-01-28,2024-01-30,,,27422.49,Settled
TXN00000415,AC000085,SEC00132,Buy,2024-02-20,2024-02-22,1480.00,15.38,22798.39,Settled
TXN00000186,AC000085,SEC00091,Dividend,2024-03-11,2024-03-13,,,1416.22,Settled
TXN00001814,AC000085,SEC00125,Sell,2024-03-21,2024-03-25,46.00,174.88,-8077.01,Settled
TXN00001905,AC000085,,Fee,2024-03-28,2024-04-01,,,-59.90,Settled
TXN00002186,AC000085,,Interest,2024-05-07,2024-05-09,,,12478.24,Settled
TXN00001340,AC000085,SEC00119,Buy,2024-05-20,2024-05-22,26.00,373.91,9797.87,Settled
TXN00000685,AC000085,SEC00100,Dividend,2024-05-27,2024-05-29,,,1051.44,Settled
TXN00001028,AC000085,SEC00082,Buy,2024-06-04,2024-06-06,893.00,25.60,22955.02,Settled
TXN00001660,AC000085,SEC00067,Dividend,2024-06-18,2024-06-20,,,1621.81,Settled
TXN00000300,AC000085,SEC00164,Dividend,2024-06-30,2024-07-02,,,1418.20,Settled
TXN00002554,AC000085,SEC00113,Dividend,2024-07-18,2024-07-22,,,584.62,Settled
TXN00001608,AC000085,SEC00045,Buy,2024-07-22,2024-07-24,162.00,113.06,18389.83,Settled
TXN00002036,AC000085,,Interest,2024-08-14,2024-08-16,,,37328.14,Settled
TXN00001014,AC000085,SEC00060,Sell,2024-09-20,2024-09-24,363.00,6.60,-2416.05,Settled
TXN00000239,AC000085,SEC00141,Sell,2024-10-07,2024-10-09,202.00,144.60,-29424.17,Settled
TXN00000694,AC000085,SEC00098,Buy,2024-10-22,2024-10-24,54.00,488.72,26575.62,Settled
TXN00001225,AC000085,SEC00101,Sell,2024-11-01,2024-11-05,84.00,215.31,-18211.01,Settled
TXN00001807,AC000085,SEC00158,Buy,2024-11-15,2024-11-19,223.00,177.61,39940.98,Settled
TXN00000630,AC000085,SEC00015,Buy,2024-11-21,2024-11-25,697.00,86.58,60728.85,Settled
TXN00001220,AC000085,,Fee,2024-11-27,2024-11-29,,,-102826.11,Settled
TXN00002559,AC000085,SEC00104,Buy,2025-02-03,2025-02-05,32.00,288.83,9285.44,Settled
TXN00000319,AC000085,,Fee,2025-03-03,2025-03-05,,,-97.71,Settled
TXN00002776,AC000085,SEC00166,Buy,2025-03-22,2025-03-25,70.00,41.75,2946.95,Settled
TXN00000864,AC000085,SEC00112,Buy,2025-03-26,2025-03-28,60.00,481.22,29005.40,Settled
TXN00000677,AC000085,SEC00079,Dividend,2025-04-03,2025-04-07,,,1458.67,Settled
TXN00002098,AC000085,SEC00163,Buy,2025-04-15,2025-04-17,228.00,188.32,43244.35,Settled
TXN00001987,AC000085,,Interest,2025-06-30,2025-07-02,,,20649.16,Settled
TXN00001483,AC000085,SEC00099,Buy,2025-07-28,2025-07-30,39.00,219.83,8597.81,Settled
TXN00001553,AC000085,SEC00030,Dividend,2025-08-04,2025-08-06,,,1884.40,Settled
TXN00001083,AC000085,,Fee,2025-08-11,2025-08-13,,,-92.40,Settled
TXN00002437,AC000085,SEC00022,Sell,2025-08-12,2025-08-14,671.00,85.93,-58069.45,Settled
TXN00002540,AC000085,SEC00131,Buy,2025-08-18,2025-08-20,1313.00,31.80,42152.61,Settled
TXN00001795,AC000085,SEC00061,Buy,2025-08-25,2025-08-27,97.00,294.03,28621.86,Settled
TXN00000911,AC000085,SEC00124,Buy,2025-09-01,2025-09-03,131.00,25.92,3422.82,Settled
TXN00002812,AC000085,,Interest,2025-09-09,2025-09-11,,,21629.76,Settled
TXN00002519,AC000085,SEC00160,Sell,2025-09-22,2025-09-24,61.00,157.40,-9675.66,Settled
TXN00002021,AC000037,SEC00013,Dividend,2024-01-15,2024-01-17,,,1908.70,Settled
TXN00002412,AC000037,SEC00050,Sell,2024-02-12,2024-02-14,158.00,128.92,-20509.09,Settled
TXN00001967,AC000037,SEC00162,Buy,2024-04-03,2024-04-05,192.00,199.06,38323.24,Settled
TXN00002455,AC000037,SEC00057,Dividend,2024-04-04,2024-04-08,,,1000.94,Settled
TXN00000410,AC000037,SEC00096,Dividend,2024-06-21,2024-06-25,,,1839.54,Settled
TXN00000451,AC000037,SEC00040,Buy,2024-07-17,2024-07-19,26.00,328.52,8577.94,Settled
TXN00001879,AC000037,SEC00122,Dividend,2024-07-22,2024-07-24,,,1349.15,Settled
TXN00001041,AC000037,SEC00038,Dividend,2024-07-29,2024-07-31,,,798.98,Settled
TXN00001006,AC000037,SEC00015,Buy,2024-08-14,2024-08-16,623.00,91.36,57413.31,Settled
TXN00000769,AC000037,SEC00099,Sell,2024-08-28,2024-08-30,143.00,215.61,-31127.45,Settled
TXN00000590,AC000037,SEC00148,Sell,2024-10-23,2024-10-25,1659.00,27.60,-46035.43,Settled
TXN00001166,AC000037,SEC00014,Dividend,2024-12-26,2024-12-30,,,379.71,Settled
TXN00001823,AC000037,SEC00073,Sell,2025-02-06,2025-02-10,80.00,164.84,-13246.98,Settled
TXN00002577,AC000037,SEC00128,Dividend,2025-05-19,2025-05-21,,,594.28,Settled
TXN00001590,AC000037,SEC00151,Buy,2025-07-02,2025-07-04,76.00,469.98,36049.75,Settled
TXN00001757,AC000037,,Interest,2025-07-25,2025-07-29,,,24120.15,Settled
TXN00002505,AC000037,SEC00050,Sell,2025-08-04,2025-08-06,236.00,129.94,-30742.97,Settled
TXN00000110,AC000037,,Fee,2025-09-22,2025-09-24,,,-62.68,Settled
TXN00002662,AC000037,,Interest,2025-09-26,2025-09-30,,,21959.56,Settled
TXN00000838,AC000037,SEC00162,Dividend,2025-10-06,2025-10-08,,,198.73,Settled
TXN00000037,AC000037,SEC00046,Sell,2025-12-10,2025-12-12,40.00,414.84,-16728.58,Settled
TXN00002566,AC000084,SEC00078,Buy,2023-12-25,2023-12-27,85.00,134.84,11554.66,Settled
TXN00001264,AC000084,SEC00062,Dividend,2024-01-11,2024-01-15,,,458.45,Settled
TXN00000519,AC000084,,Fee,2024-01-24,2024-01-26,,,-1812.68,Settled
TXN00002161,AC000084,,Fee,2024-01-30,2024-02-01,,,-1575.38,Settled
TXN00002000,AC000084,SEC00121,Dividend,2024-02-24,2024-02-27,,,123.01,Settled
TXN00000843,AC000084,SEC00032,Buy,2024-02-28,2024-03-01,346.00,89.64,31217.71,Settled
TXN00001918,AC000084,SEC00144,Buy,2024-03-01,2024-03-05,63.00,495.35,31464.02,Settled
TXN00002031,AC000084,SEC00084,Dividend,2024-03-25,2024-03-27,,,235.26,Settled
TXN00002375,AC000084,SEC00008,Dividend,2024-03-29,2024-04-02,,,63.05,Settled
TXN00002181,AC000084,SEC00030,Dividend,2024-06-03,2024-06-05,,,250.17,Settled
TXN00000127,AC000084,SEC00169,Buy,2024-06-12,2024-06-14,21.00,211.02,4467.62,Settled
TXN00001269,AC000084,,Interest,2024-07-01,2024-07-03,,,403.86,Settled
TXN00001850,AC000084,SEC00074,Buy,2024-09-10,2024-09-12,109.00,262.86,28824.13,Settled
TXN00000646,AC000084,SEC00017,Sell,2024-09-25,2024-09-27,91.00,99.15,-9040.91,Settled
TXN00001847,AC000084,SEC00052,Buy,2024-09-30,2024-10-02,185.00,145.51,27007.33,Settled
TXN00001982,AC000084,SEC00048,Buy,2024-10-09,2024-10-11,96.00,364.30,35278.20,Settled
TXN00000013,AC000084,SEC00082,Dividend,2024-11-26,2024-11-28,,,167.29,Settled
TXN00000182,AC000084,SEC00134,Dividend,2024-12-02,2024-12-04,,,306.75,Settled
TXN00002571,AC000084,SEC00124,Buy,2025-02-07,2025-02-11,498.00,26.27,13107.28,Settled
TXN00002185,AC000084,SEC00015,Buy,2025-02-13,2025-02-17,1927.00,92.66,179212.41,Settled
TXN00002215,AC000084,SEC00014,Buy,2025-04-14,2025-04-16,525.00,54.10,28625.95,Settled
TXN00000169,AC000084,SEC00127,Sell,2025-05-12,2025-05-14,301.00,152.32,-46270.83,Settled
TXN00001267,AC000084,SEC00047,Buy,2025-05-14,2025-05-16,79.00,381.04,30353.30,Settled
TXN00002383,AC000084,SEC00162,Sell,2025-06-09,2025-06-11,38.00,196.29,-7473.14,Settled
TXN00002089,AC000084,SEC00030,Dividend,2025-06-18,2025-06-20,,,216.82,Settled
TXN00001955,AC000084,SEC00142,Buy,2025-06-19,2025-06-23,161.00,144.51,23383.04,Settled
TXN00000270,AC000084,SEC00038,Dividend,2025-06-23,2025-06-25,,,55.68,Settled
TXN00001339,AC000084,SEC00093,Sell,2025-08-07,2025-08-11,529.00,90.15,-47936.44,Settled
TXN00000338,AC000084,SEC00167,Dividend,2025-08-11,2025-08-13,,,76.26,Settled
TXN00001828,AC000084,SEC00109,Dividend,2025-08-19,2025-08-21,,,86.77,Settled
TXN00000397,AC000084,,Interest,2025-08-23,2025-08-26,,,316.64,Settled
TXN00002520,AC000084,SEC00125,Dividend,2025-10-09,2025-10-13,,,123.63,Settled
TXN00001027,AC000084,SEC00073,Buy,2025-11-03,2025-11-05,88.00,159.96,14111.88,Settled
TXN00000619,AC000035,SEC00169,Sell,2024-01-10,2024-01-12,79.00,205.41,-16246.84,Settled
TXN00000129,AC000035,SEC00108,Dividend,2024-01-12,2024-01-16,,,867.89,Settled
TXN00002751,AC000035,SEC00146,Dividend,2024-04-29,2024-05-01,,,725.15,Settled
TXN00001116,AC000035,,Interest,2024-07-22,2024-07-24,,,17470.69,Settled
TXN00000700,AC000035,SEC00039,Dividend,2024-09-11,2024-09-13,,,686.45,Settled
TXN00000859,AC000035,SEC00078,Buy,2024-09-12,2024-09-16,145.00,130.20,19064.25,Settled
TXN00000291,AC000035,SEC00037,Dividend,2024-11-19,2024-11-21,,,415.28,Settled
TXN00002257,AC000035,SEC00135,Buy,2024-12-27,2024-12-31,83.00,132.55,11097.65,Settled
TXN00000920,AC000035,SEC00151,Sell,2025-01-30,2025-02-03,59.00,473.94,-27997.62,Settled
TXN00000642,AC000035,SEC00077,Buy,2025-02-02,2025-02-04,10.00,450.02,4525.38,Settled
TXN00000709,AC000035,,Interest,2025-04-28,2025-04-30,,,11392.81,Settled
TXN00002172,AC000035,,Interest,2025-05-13,2025-05-15,,,6841.89,Settled
TXN00001470,AC000035,SEC00028,Buy,2025-06-15,2025-06-17,34.00,176.00,5997.89,Settled
TXN00001966,AC000035,SEC00005,Buy,2025-07-10,2025-07-14,82.00,420.40,34676.83,Settled
TXN00002393,AC000035,SEC00125,Buy,2025-07-16,2025-07-18,152.00,181.63,27830.38,Settled
TXN00000322,AC000035,SEC00065,Buy,2025-07-28,2025-07-30,196.00,292.90,57646.26,Settled
TXN00002644,AC000035,,Fee,2025-08-11,2025-08-13,,,-31.05,Settled
TXN00001240,AC000035,SEC00152,Sell,2025-09-16,2025-09-18,51.00,226.76,-11629.87,Settled
TXN00001433,AC000035,SEC00114,Dividend,2025-09-18,2025-09-22,,,391.10,Settled
TXN00000687,AC000035,SEC00036,Buy,2025-09-25,2025-09-29,31.00,256.81,8009.08,Settled
TXN00000354,AC000035,SEC00105,Sell,2025-10-20,2025-10-22,145.00,172.49,-25203.09,Settled
TXN00001295,AC000035,SEC00128,Buy,2025-11-27,2025-12-01,100.00,369.41,37299.68,Settled
TXN00000105,AC000035,SEC00042,Sell,2025-12-08,2025-12-10,157.00,84.83,-13442.11,Settled
TXN00000299,AC000029,SEC00139,Dividend,2024-01-02,2024-01-04,,,1907.05,Settled
TXN00000329,AC000029,SEC00135,Buy,2024-02-22,2024-02-26,91.00,125.27,11464.99,Settled
TXN00001802,AC000029,SEC00031,Sell,2024-03-01,2024-03-05,208.00,50.32,-10507.05,Settled
TXN00000136,AC000029,SEC00133,Dividend,2024-03-04,2024-03-06,,,788.27,Settled
TXN00001720,AC000029,SEC00123,Sell,2024-05-24,2024-05-28,159.00,103.96,-16553.33,Settled
TXN00000022,AC000029,,Fee,2024-05-27,2024-05-29,,,-82.98,Settled
TXN00002369,AC000029,,Interest,2024-06-10,2024-06-12,,,4268.01,Settled
TXN00001246,AC000029,SEC00145,Buy,2024-06-12,2024-06-14,368.00,72.45,26890.78,Settled
TXN00000447,AC000029,SEC00007,Sell,2024-07-22,2024-07-24,1768.00,102.90,-182358.49,Settled
TXN00001455,AC000029,,Fee,2024-07-22,2024-07-24,,,-12.74,Settled
